"First.Protein.Description","CTRL_2","CTRL_3","CTRL_4","CTRL.myr_1","CTRL.myr_2","CTRL.myr_3","CTRL.myr_4","HBV_1","HBV_2","HBV_3","HBV_4","HBV.myr_1","HBV.myr_2","HBV.myr_3","HBV.myr_4","Pval","adjPval","negLog10_sca_adjPval","HBV.myr_vs_HBV","Diff_Abund","Protein_Names","Genes","ProtDesc"
"Fructose-1,6-bisphosphatase isozyme 2",17.9860973358154,17.8748798370361,17.6367378234863,18.0671043395996,18.1141033172607,18.0997638702393,18.094762802124,17.7573375701904,17.9664211273193,17.8588619232178,18.4659366607666,18.0823574066162,17.9007835388184,17.8036708831787,18.5057697296143,0.79176676181653,0.993555423949802,0.00280790143369389,-0.0610060691833745,"Non-significant","F16P2_HUMAN","FBP2","Fructose-1,6-bisphosphatase isozyme 2"
"Fructose-1,6-bisphosphatase 1",19.3850288391113,19.1336708068848,19.34787940979,18.4091415405273,18.6774063110352,19.6882419586182,19.2500896453857,17.8349761962891,17.574291229248,18.5908031463623,18.9660606384277,17.5551662445068,17.8204898834229,18.3314456939697,19.2080821990967,0.980002023661581,0.995579334537958,0.00192412671719819,0.0127367973327495,"Non-significant","F16P1_HUMAN","FBP1","Fructose-1,6-bisphosphatase 1"
"Coagulation factor XIII B chain",16.1744079589844,16.2730541229248,16.6953506469727,16.537202835083,16.7326965332031,16.4781875610352,17.0461006164551,17.1019954681396,16.8070907592773,17.22878074646,16.7054843902588,16.8899669647217,16.7147159576416,17.0235157012939,16.8375415802002,0.528383974154561,0.986278956908265,0.00600023281587292,0.0944027900695765,"Non-significant","F13B_HUMAN","F13B","Coagulation factor XIII B chain"
"Coagulation factor XIII A chain",13.8770818710327,16.2622852325439,16.0700130462646,16.7829856872559,16.7679653167725,16.2626056671143,16.5372982025146,16.6527328491211,16.6224803924561,16.6569423675537,15.8937664031982,16.4109077453613,16.1082782745361,16.7418365478516,16.6753787994385,0.91116458528547,0.993555423949802,0.00280790143369389,-0.0276198387145996,"Non-significant","F13A_HUMAN","F13A1","Coagulation factor XIII A chain"
"Hsc70-interacting protein",16.6555309295654,16.9958877563477,16.7801303863525,16.4962558746338,16.8326301574707,16.5515556335449,16.8478527069092,16.3455677032471,16.3869380950928,16.5398044586182,16.8777637481689,16.2687644958496,16.4298496246338,13.5555372238159,16.9531841278076,0.408068493208975,0.986278956908265,0.00600023281587292,0.735684633255024,"Non-significant","F10A1_HUMAN;F10A5_HUMAN;ST134_HUMAN","ST13;ST13P4;ST13P5","Hsc70-interacting protein"
"Ezrin",13.6676445007324,14.6525650024414,13.5621490478516,14.1015977859497,15.3285064697266,16.132495880127,14.6664209365845,14.2671747207642,12.8951826095581,13.2600584030151,14.4011030197144,12.5602378845215,14.1255311965942,14.6794033050537,15.6866292953491,0.493345404458582,0.986278956908265,0.00600023281587292,-0.557070732116674,"Non-significant","EZRI_HUMAN","EZR","Ezrin"
"Electron transfer flavoprotein subunit beta",16.7060241699219,16.1366958618164,16.2451667785645,17.0980930328369,16.6564254760742,16.6133728027344,16.2470188140869,15.5593919754028,16.0482368469238,15.9598369598389,16.9112167358398,16.3580722808838,15.8439254760742,15.2852001190186,16.6436023712158,0.840109195954161,0.993555423949802,0.00280790143369389,0.0869705677032258,"Non-significant","ETFB_HUMAN","ETFB","Electron transfer flavoprotein subunit beta"
"Electron transfer flavoprotein subunit alpha, mitochondrial",16.9693984985352,16.170051574707,16.4108047485352,16.2956562042236,16.0288238525391,16.7056198120117,16.1012439727783,15.7381792068481,14.5942258834839,15.4816007614136,15.6971712112427,14.7924289703369,15.6581840515137,15.3655261993408,16.2471103668213,0.744389745843447,0.993555423949802,0.00280790143369389,-0.1380181312561,"Non-significant","ETFA_HUMAN","ETFA","Electron transfer flavoprotein subunit alpha, mitochondrial"
"S-formylglutathione hydrolase",16.5135440826416,16.0754165649414,16.1705932617188,15.4099016189575,15.9980125427246,16.4417629241943,16.4849700927734,15.3226356506348,14.5030364990234,15.4341268539429,15.4663314819336,13.6120738983154,15.101770401001,15.2392892837524,16.0881366729736,0.775702672060351,0.993555423949802,0.00280790143369389,0.171215057373074,"Non-significant","ESTD_HUMAN","ESD","S-formylglutathione hydrolase"
"Cocaine esterase",17.5351009368896,17.4943084716797,17.7215137481689,16.9356136322021,17.1793746948242,17.3943614959717,17.4520397186279,16.2925148010254,16.5593585968018,16.731876373291,16.7102813720703,15.9895343780518,16.4404621124268,16.633207321167,17.1087188720703,0.909628868593855,0.993555423949802,0.00280790143369389,0.0305271148681499,"Non-significant","EST2_HUMAN","CES2","Cocaine esterase"
"Liver carboxylesterase 1",21.71311378479,21.7173442840576,21.9397716522217,21.552173614502,21.8209247589111,21.7863311767578,21.9825477600098,21.219898223877,21.0906219482422,21.4463882446289,21.6005458831787,21.3617095947266,21.4384956359863,21.4887924194336,21.7544422149658,0.277038833163955,0.944675274921581,0.0247174513270199,-0.171496391296376,"Non-significant","EST1_HUMAN","CES1","Liver carboxylesterase 1"
"Endoplasmic reticulum resident protein 44",16.6535873413086,16.4695281982422,16.565336227417,17.1910400390625,16.950590133667,16.8780269622803,16.8978462219238,16.9774036407471,16.8996753692627,16.9508628845215,17.3162460327148,17.2642230987549,17.1179580688477,17.2834224700928,17.4861679077148,0.085411008329117,0.673878379274644,0.171418477316302,-0.251895904541026,"Non-significant","ERP44_HUMAN","ERP44","Endoplasmic reticulum resident protein 44"
"Endoplasmic reticulum resident protein 29",17.7767677307129,17.6145801544189,17.9772853851318,17.4794254302979,17.6170864105225,17.5769557952881,17.5913028717041,17.1473350524902,16.9749641418457,17.4431629180908,17.2954902648926,16.9248352050781,16.8679428100586,16.9816455841064,17.3510341644287,0.261240436827952,0.931542733110392,0.0307972177099243,0.183873653411872,"Non-significant","ERP29_HUMAN","ERP29","Endoplasmic reticulum resident protein 29"
"ERO1-like protein alpha",16.2110595703125,15.3659057617188,15.6336393356323,14.4607210159302,15.3408441543579,15.7422828674316,15.5012807846069,15.2028703689575,14.7170238494873,14.7095308303833,14.0541524887085,12.7746267318726,13.9664602279663,14.2255392074585,14.6825609207153,0.170068631068431,0.83333629223531,0.0791797040086014,0.758597612380976,"Non-significant","ERO1A_HUMAN","ERO1A","ERO1-like protein alpha"
"Ephrin type-A receptor 6",18.2089157104492,18.2777194976807,17.7805652618408,18.1252975463867,18.1692066192627,18.0264472961426,18.1090660095215,18.0554256439209,18.1663398742676,18.1244239807129,18.0892429351807,17.9477462768555,18.19553565979,17.8038215637207,17.8187007904053,0.160854507906935,0.796572057773173,0.098774931880695,0.167407035827651,"Non-significant","EPHA6_HUMAN","EPHA6","Ephrin type-A receptor 6"
"Endoplasmin",19.162088394165,18.9660129547119,19.0821418762207,18.8368453979492,18.9520435333252,19.0537109375,19.1388072967529,18.3686771392822,18.3199272155762,18.5463371276855,18.7021465301514,18.2804889678955,18.2726249694824,18.2446422576904,18.7518634796143,0.544282498976927,0.986278956908265,0.00600023281587292,0.0968670845031738,"Non-significant","ENPL_HUMAN","HSP90B1","Endoplasmin"
"Beta-enolase",16.8634719848633,16.8289165496826,16.5698432922363,13.8355274200439,14.0063791275024,16.7501964569092,16.7784748077393,15.3427791595459,12.1981859207153,15.1337080001831,14.0933237075806,12.0311193466187,13.3008317947388,15.9855508804321,16.7541694641113,0.815011998539799,0.993555423949802,0.00280790143369389,-0.325918674468999,"Non-significant","ENOB_HUMAN","ENO3","Beta-enolase"
"Alpha-enolase",20.9425354003906,20.9343433380127,20.9965000152588,19.8881702423096,20.4281330108643,21.1763153076172,20.9973068237305,19.4354553222656,19.2742023468018,20.0998134613037,20.1424179077148,19.3144721984863,19.6224765777588,20.0026302337646,20.470911026001,0.744133641743656,0.993555423949802,0.00280790143369389,-0.114650249481198,"Non-significant","ENOA_HUMAN","ENO1","Alpha-enolase"
"Peroxisomal bifunctional enzyme",14.6253662109375,13.2903785705566,12.6968755722046,15.7196350097656,14.4005460739136,14.2922353744507,13.1831855773926,15.0089015960693,14.3626079559326,11.9264917373657,12.7209825515747,15.2558727264404,16.0946140289307,14.5744161605835,14.1827278137207,0.126935427643249,0.74507150923758,0.127802043255849,-1.52216172218325,"Non-significant","ECHP_HUMAN","EHHADH","Peroxisomal bifunctional enzyme"
"Enoyl-CoA hydratase, mitochondrial",19.2518939971924,18.6238422393799,19.248628616333,18.0603256225586,18.6520195007324,19.0576934814453,19.0322360992432,17.7223606109619,17.217456817627,18.3858032226563,18.0999546051025,17.2223052978516,17.9361381530762,17.8245792388916,18.7193183898926,0.86790000946601,0.993555423949802,0.00280790143369389,-0.0691914558410751,"Non-significant","ECHM_HUMAN","ECHS1","Enoyl-CoA hydratase, mitochondrial"
"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",16.2470626831055,16.2475337982178,16.2391128540039,15.5101556777954,15.7572546005249,16.1025505065918,15.7132740020752,13.0186223983765,13.5008306503296,14.8874254226685,13.2193098068237,13.4935293197632,16.0868511199951,15.3838424682617,15.734034538269,0.0825695851646355,0.662692101623066,0.178688205570001,-1.51801729202267,"Non-significant","ECHD3_HUMAN","ECHDC3","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial"
"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",16.1251907348633,16.3403949737549,15.895899772644,14.9724769592285,16.2111015319824,16.24196434021,16.7564125061035,14.760106086731,12.9897975921631,15.5207109451294,15.0357685089111,14.7810211181641,14.4303541183472,15.5334730148315,16.2310562133789,0.36925825244568,0.986278956908265,0.00600023281587292,-0.667380332946776,"Non-significant","ECHD2_HUMAN","ECHDC2","Enoyl-CoA hydratase domain-containing protein 2, mitochondrial"
"Trifunctional enzyme subunit beta, mitochondrial",15.587194442749,14.9556503295898,14.1244764328003,16.7728176116943,16.3525943756104,15.3862800598145,15.7225942611694,15.5631666183472,12.0215272903442,13.3314037322998,14.4263534545898,16.5482196807861,13.0072021484375,15.0495843887329,13.8047533035278,0.505060660958588,0.986278956908265,0.00600023281587292,-0.766827106475827,"Non-significant","ECHB_HUMAN","HADHB","Trifunctional enzyme subunit beta, mitochondrial"
"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",18.9142627716064,18.8245735168457,19.1824893951416,18.3920955657959,18.6521129608154,18.6295986175537,18.8628940582275,18.3859806060791,18.1567058563232,18.6159172058105,18.5872974395752,17.8082485198975,18.2067470550537,18.345235824585,18.6474552154541,0.407580817664457,0.986278956908265,0.00600023281587292,0.184553623199424,"Non-significant","ECH1_HUMAN","ECH1","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"
"Epidermal growth factor receptor",17.2492523193359,17.5909957885742,17.4347267150879,17.108922958374,17.4982490539551,17.1983203887939,17.1667022705078,17.3443565368652,17.2057266235352,17.5795955657959,17.3875961303711,17.293327331543,17.6237449645996,17.2881088256836,16.822732925415,0.535879649920552,0.986278956908265,0.00600023281587292,0.12234020233155,"Non-significant","EGFR_HUMAN","EGFR","Epidermal growth factor receptor"
"Elongation factor Tu, mitochondrial",19.5225124359131,19.0570697784424,18.3639888763428,20.7448558807373,20.7832641601563,20.4121742248535,19.7730293273926,19.2687244415283,19.2239246368408,18.8606872558594,17.7934246063232,20.4432487487793,20.3800792694092,20.0334873199463,20.5582408905029,0.0150920019968918,0.326759392072238,0.485771920605794,-1.5670738220215,"Non-significant","EFTU_HUMAN","TUFM","Elongation factor Tu, mitochondrial"
"Ephrin-A1",18.0661373138428,18.3160305023193,17.7733001708984,18.1670265197754,18.3631725311279,17.9902858734131,18.0257244110107,17.840747833252,17.975378036499,17.8834495544434,17.9512386322021,18.0507411956787,18.049934387207,17.7741565704346,18.164794921875,0.337188304831255,0.967714195029126,0.0142528884036766,-0.0972032546996999,"Non-significant","EFNA1_HUMAN","EFNA1","Ephrin-A1"
"Elongation factor 2",18.8791217803955,18.8371562957764,18.7078380584717,18.2041511535645,18.4800281524658,19.1894073486328,19.0694103240967,17.5631141662598,17.5598545074463,17.9269790649414,18.2167835235596,17.6170520782471,17.9885292053223,17.9080410003662,18.805419921875,0.420659127881145,0.986278956908265,0.00600023281587292,-0.263077735900875,"Non-significant","EF2_HUMAN","EEF2","Elongation factor 2"
"Elongation factor 1-gamma",16.5509052276611,16.1449928283691,16.6548728942871,15.7069406509399,15.9491539001465,16.7042827606201,16.4325141906738,15.1822156906128,15.7287120819092,15.8387756347656,16.6276187896729,15.4645900726318,14.4836397171021,15.1634101867676,16.5178737640381,0.434415859821214,0.986278956908265,0.00600023281587292,0.436952114105225,"Non-significant","EF1G_HUMAN","EEF1G","Elongation factor 1-gamma"
"Elongation factor 1-delta",15.2830486297607,15.0631504058838,15.2708024978638,13.8868274688721,14.0695171356201,15.1526575088501,15.1089124679565,13.256064414978,13.4496183395386,13.5634698867798,15.1213226318359,14.1805696487427,12.0622520446777,13.5624694824219,15.1155309677124,0.88473485864892,0.993555423949802,0.00280790143369389,0.1174132823944,"Non-significant","EF1D_HUMAN","EEF1D","Elongation factor 1-delta"
"Elongation factor 1-beta",17.9318866729736,17.9635448455811,17.7752246856689,17.7270889282227,17.8158340454102,17.92795753479,17.8637390136719,17.4413719177246,17.2403812408447,17.7178897857666,17.3892955780029,17.360143661499,17.3252182006836,17.4810981750488,17.5387268066406,0.859570563519356,0.993555423949802,0.00280790143369389,0.0209379196167028,"Non-significant","EF1B_HUMAN","EEF1B2","Elongation factor 1-beta"
"Elongation factor 1-alpha 1",19.4348449707031,19.2117786407471,19.1138954162598,19.0914783477783,19.0619144439697,19.1775074005127,19.1172904968262,18.5344161987305,18.5984630584717,18.6292858123779,18.7074337005615,18.7497215270996,18.5358180999756,18.3011837005615,18.5349178314209,0.427768542511719,0.986278956908265,0.00600023281587292,0.0869894027710032,"Non-significant","EF1A1_HUMAN;EF1A3_HUMAN","EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1"
"Enoyl-CoA delta isomerase 1, mitochondrial",18.2853984832764,18.204418182373,18.5830135345459,17.7244205474854,18.245584487915,18.0420112609863,18.1224346160889,17.2888565063477,17.4239120483398,17.7269897460938,17.9722785949707,17.2975158691406,17.4247570037842,17.5126705169678,17.9427318572998,0.787383058709443,0.993555423949802,0.00280790143369389,0.0585904121398997,"Non-significant","ECI1_HUMAN","ECI1","Enoyl-CoA delta isomerase 1, mitochondrial"
"N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming)",20.9413604736328,21.1804122924805,21.1051063537598,21.1622085571289,21.103946685791,20.8832988739014,21.2713565826416,21.4291858673096,21.1449031829834,21.3846912384033,21.1626262664795,21.2571907043457,21.3872241973877,21.381685256958,21.0306339263916,0.889364554231467,0.993555423949802,0.00280790143369389,0.0161681175231969,"Non-significant","E9PRA7_HUMAN","ACY3","N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming)"
"Dynein heavy chain 8, axonemal",24.554874420166,24.4893531799316,24.4699821472168,24.5114841461182,24.7439594268799,24.2778873443604,24.5448989868164,24.3419227600098,24.4380760192871,24.4115047454834,24.7228260040283,24.2282676696777,24.6107044219971,24.2675952911377,24.3537750244141,0.381239928609747,0.986278956908265,0.00600023281587292,0.113496780395501,"Non-significant","DYH8_HUMAN","DNAH8","Dynein heavy chain 8, axonemal"
"ATP-dependent RNA helicase DDX39A",15.6588554382324,14.8733434677124,12.5536623001099,14.5729370117188,14.6157789230347,15.3347797393799,14.7714223861694,14.7511520385742,14.5497846603394,13.7714242935181,13.8352355957031,14.9048461914063,13.8938074111938,13.5086050033569,14.7687530517578,0.923621973478627,0.993555423949802,0.00280790143369389,-0.042103767395,"Non-significant","DX39A_HUMAN;DX39B_HUMAN","DDX39A;DDX39B","ATP-dependent RNA helicase DDX39A"
"Desmoglein-2",15.732138633728,15.7311172485352,15.7084503173828,15.5908765792847,15.7178611755371,15.3493957519531,15.7774066925049,15.183557510376,12.8710317611694,15.3123121261597,14.4223470687866,14.4343023300171,14.9941854476929,15.1460752487183,15.4875793457031,0.400211767247763,0.986278956908265,0.00600023281587292,-0.568223476409926,"Non-significant","DSG2_HUMAN","DSG2","Desmoglein-2"
"Desmoglein-1",17.5378017425537,16.9617767333984,17.5668487548828,17.624174118042,17.4450149536133,18.5419063568115,17.8738651275635,17.5810451507568,17.1748580932617,16.972599029541,16.5171012878418,16.9505443572998,17.0648593902588,16.8910236358643,17.6165065765381,0.811002171605422,0.993555423949802,0.00280790143369389,-0.069332599639921,"Non-significant","DSG1_HUMAN","DSG1","Desmoglein-1"
"Desmocollin-1",16.248779296875,16.1384830474854,16.3227844238281,16.2839679718018,16.5018653869629,17.2238235473633,17.0091724395752,16.1619911193848,16.1556911468506,13.7212162017822,16.3261337280273,15.6934518814087,15.9903078079224,15.7573251724243,16.264612197876,0.632965167923108,0.986278956908265,0.00600023281587292,-0.335166215896626,"Non-significant","DSC1_HUMAN","DSC1","Desmocollin-1"
