HBV	HBV_pure_new	HDV	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
18.8421	19.5297	17.159	P62906	P62906	RL10A_HUMAN	RPL10A	60S ribosomal protein L10a
17.1316	18.6068	16.7154	P62913	P62913;Q5VVC8	RL11_HUMAN	RPL11	60S ribosomal protein L11
17.3797	17.5616	15.6247	P62917	P62917;E9PKU4;E9PP36;E9PKZ0	RL8_HUMAN	RPL8	60S ribosomal protein L8
21.232	21.3391	19.413	P62937	P62937;C9J5S7;F8WE65	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A
16.8938	15.9166	17.6405	P62942	P62942;A0A087WZM5;A0A087WTS4;A0A087WV48;Q1JUQ3	FKB1A_HUMAN	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A
15.4012	16.7439	NaN	P62995	P62995	TRA2B_HUMAN	TRA2B	Transformer-2 protein homolog beta
19.1507	19.425	16.9767	P63000	P63000;P60763;P15153;J3QLK0;J3KSC4;B1AH78;B1AH77;B1AH80	RAC1_HUMAN	RAC1	Ras-related C3 botulinum toxin substrate 1
17.8657	18.5335	16.4971	P63010	P63010;A0A087WU93;A0A087X253;A0A087WYD1;A0A087WZQ6	AP2B1_HUMAN	AP2B1	AP-2 complex subunit beta
19.4886	19.9782	16.9731	P63010;Q10567	P63010;Q10567;A0A087WU93;A0A087X253;A0A087WYD1;C9J1E7;A0A087WZQ6	AP1B1_HUMAN;AP2B1_HUMAN	AP1B1;AP2B1	AP-2 complex subunit beta
20.0957	20.2339	18.2388	P63104	P63104;H0YB80;B7Z2E6;E7EX29;B0AZS6	1433Z_HUMAN	YWHAZ	14-3-3 protein zeta/delta
16.3374	16.8508	NaN	P63151	P63151	2ABA_HUMAN	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
13.7632	15.6483	NaN	P63208	P63208;E5RJR5	SKP1_HUMAN	SKP1	S-phase kinase-associated protein 1
17.2413	15.6766	14.8654	P63220	P63220;Q8WVC2;Q9BYK1	RS21_HUMAN	RPS21	40S ribosomal protein S21
17.4576	17.8262	16.4808	P63241	Q9GZV4;Q6IS14;P63241;F8WCJ1;C9J4W5;C9J7B5;I3L397;I3L504	IF5A1_HUMAN	EIF5A	Eukaryotic translation initiation factor 5A-1
20.1764	20.9926	17.8429	P63244	P63244;H0Y9P0;H0YAM7;D6REE5;D6RAC2;H0YAF8;H0Y8R5;J3KPE3;D6RF23;H0Y8W2	RACK1_HUMAN	RACK1	Receptor of activated protein C kinase 1
13.9592	15.5093	NaN	P63279	P63279;H3BQQ9;H3BPC4;B0QYN7	UBC9_HUMAN	UBE2I	SUMO-conjugating enzyme UBC9
19.6639	20.4565	17.6898	P67775	P67775;P62714;H0YBN9	PP2AA_HUMAN	PPP2CA	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
17.8184	18.7316	17.57	P67809	P67809;Q9Y2T7;P16989;A0A0D9SEI8;H0Y449	YBOX1_HUMAN	YBX1	Y-box-binding protein 1
16.5119	16.3726	NaN	P67870	P67870;A0A0G2JM12;Q5SRQ6;N0E472;Q5SRQ3	CSK2B_HUMAN	CSNK2B	Casein kinase II subunit beta
16.5278	16.5875	16.3451	P67936	P07951;P67936;A0A5F9UN72;A0A2R8YH90;U3KQK2;K7ENT6;A0A2R8Y5V9;Q5TCU3;A0A2R8YGX3;A0A2R8YHD2;A7XZE4;A0A2R8YEU4;A0A2R8YE05	TPM4_HUMAN	TPM4	Tropomyosin alpha-4 chain
20.2197	21.2792	19.3498	P68104;Q5VTE0	P68104;Q5VTE0;A6PW80;A0A087WV01;A0A087WVQ9;Q5JR01	EF1A1_HUMAN;EF1A3_HUMAN	EEF1A1;EEF1A1P5	Elongation factor 1-alpha 1
22.8012	22.993	21.6257	P68133	P62736;P68032;P68133;P63267;F6QUT6;B8ZZJ2;C9JFL5;A6NL76;F6UVQ4;F8WB63	ACTS_HUMAN	ACTA1	Actin, alpha skeletal muscle
22.6404	22.7196	20.2048	P68366	P68366;C9JQ00;C9JEV8;C9JDL2;C9JJQ8	TBA4A_HUMAN	TUBA4A	Tubulin alpha-4A chain
22.944	23.4841	21.5841	P68366;Q9BQE3	Q9BQE3;P68363;Q71U36;P68366;A6NHL2;A0A1W2PQM2;F5H5D3	TBA1C_HUMAN;TBA4A_HUMAN	TUBA1C;TUBA4A	Tubulin alpha-4A chain
22.7544	22.8554	21.3536	P68366;Q9BQE3;Q9NY65	Q9BQE3;P68363;Q6PEY2;Q71U36;P68366;P0DPH8;Q9NY65;P0DPH7;C9J2C0;A0A1W2PQM2;V9GZ17;F5H5D3	TBA1C_HUMAN;TBA4A_HUMAN;TBA8_HUMAN	TUBA1C;TUBA4A;TUBA8	Tubulin alpha-4A chain
20.4621	20.0207	16.9731	P68366;Q9NY65	P68363;Q6PEY2;Q71U36;P68366;P0DPH8;Q9NY65;P0DPH7;C9J2C0;V9GZ17	TBA4A_HUMAN;TBA8_HUMAN	TUBA4A;TUBA8	Tubulin alpha-4A chain
20.7558	21.392	19.326	P68371	P68371	TBB4B_HUMAN	TUBB4B	Tubulin beta-4B chain
19.3626	19.4815	18.363	P68371;Q13509	Q13509;P68371;P04350;A0A0B4J269	TBB3_HUMAN;TBB4B_HUMAN	TUBB3;TUBB4B	Tubulin beta-4B chain
17.4182	18.1091	16.3183	P68371;Q13885;Q9BVA1	P68371;Q9BVA1;Q13885	TBB2A_HUMAN;TBB2B_HUMAN;TBB4B_HUMAN	TUBB2A;TUBB2B;TUBB4B	Tubulin beta-4B chain
NaN	16.8269	NaN	P68400;Q8NEV1	P68400;Q8NEV1;A0A2R8YEW1;A0A2R8YF43;A0A2R8Y4H0;E7EU96;A0A2R8Y4D6;V9GYA2;A0A2R8Y5A0;A0A2R8YD58	CSK21_HUMAN;CSK23_HUMAN	CSNK2A1;CSNK2A3	Casein kinase II subunit alpha
23.01	22.819	21.0156	P68431;P84243;Q16695;Q71DI3	P68431;Q16695;P84243;Q71DI3;B4DEB1;A0A590UJJ6;K7EK07;K7ES00;K7EMV3	H31T_HUMAN;H31_HUMAN;H32_HUMAN;H33_HUMAN	H3-3A;H3-4;H3C1;H3C15	Histone H3.1
15.9926	16.5438	NaN	P69849;Q15155;Q5JPE7	P69849;Q15155;Q5JPE7;A0A087X117;J3KN36;A0A0G2JN29;A0A0G2JP90;A0A087WW46	NOMO1_HUMAN;NOMO2_HUMAN;NOMO3_HUMAN	NOMO1;NOMO2;NOMO3	Nodal modulator 3
15.3729	15.4563	13.0732	P78330	P78330;C9JBI3	SERB_HUMAN	PSPH	Phosphoserine phosphatase
13.8752	15.2859	NaN	P78346	P78346;Q5VU11	RPP30_HUMAN	RPP30	Ribonuclease P protein subunit p30
19.3022	19.5138	18.1824	P78371	P78371;F5GWF6;F8VQ14	TCPB_HUMAN	CCT2	T-complex protein 1 subunit beta
19.4898	20.0961	15.8734	P78417	P78417;Q5TA02	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1
25.1421	24.8906	23.289	P78509	P78509;J3KQ66	RELN_HUMAN	RELN	Reelin
18.1224	18.7701	17.8652	P78527	P78527	PRKDC_HUMAN	PRKDC	DNA-dependent protein kinase catalytic subunit
17.8081	18.7603	18.091	P78556	P78556	CCL20_HUMAN	CCL20	C-C motif chemokine 20
15.7169	18.2721	NaN	P80404	P80404;H3BRN4;H3BNQ7	GABT_HUMAN	ABAT	4-aminobutyrate aminotransferase, mitochondrial
18.1963	19.047	19.3158	P81605	P81605	DCD_HUMAN	DCD	Dermcidin
NaN	NaN	16.7463	P83110	P83110	HTRA3_HUMAN	HTRA3	Serine protease HTRA3
15.0969	15.4852	NaN	P83731	P83731;C9JXB8;C9JNW5	RL24_HUMAN	RPL24	60S ribosomal protein L24
15.9533	15.2974	NaN	P83881;Q969Q0	Q969Q0;P83881;H0Y5B4;H7BZ11;J3KQN4	RL36A_HUMAN;RL36L_HUMAN	RPL36A;RPL36AL	60S ribosomal protein L36a
18.6916	18.9562	17.8944	P84085	P84085;C9J1Z8	ARF5_HUMAN	ARF5	ADP-ribosylation factor 5
16.877	17.7698	NaN	P84090	P84090	ERH_HUMAN	ERH	Enhancer of rudimentary homolog
20.0711	20.0862	18.7411	P84103	P84103;A0A087X2D0	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3
15.8072	16.2953	15.0283	P98155	P98155	VLDLR_HUMAN	VLDLR	Very low-density lipoprotein receptor
20.9671	20.4954	19.9376	P98160	P98160	PGBM_HUMAN	HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein
16.8275	17.2627	18.1619	P98164	P98164;E9PC35	LRP2_HUMAN	LRP2	Low-density lipoprotein receptor-related protein 2
16.4708	16.4146	16.2576	P99999	P99999;C9JFR7	CYC_HUMAN	CYCS	Cytochrome c
16.2514	17.5116	NaN	Q00059	Q00059;H7BYN3	TFAM_HUMAN	TFAM	Transcription factor A, mitochondrial
17.9871	18.7761	16.5428	Q00266	Q00266	METK1_HUMAN	MAT1A	S-adenosylmethionine synthase isoform type-1
15.3543	16.2859	NaN	Q00341	Q00341;H7C0A4;A0A024R4E5	VIGLN_HUMAN	HDLBP	Vigilin
18.9895	16.419	20.4262	Q00536	Q00536;E5RGN0;E5RJM2;H0YBX5;E5RIY8;E5RIU4;A0A087WZU2	CDK16_HUMAN	CDK16	Cyclin-dependent kinase 16
17.0204	17.4214	NaN	Q00577	Q00577	PURA_HUMAN	PURA	Transcriptional activator protein Pur-alpha
19.303	20.1052	18.4568	Q00610	Q00610;A0A087WVQ6	CLH1_HUMAN	CLTC	Clathrin heavy chain 1
13.4724	14.2161	NaN	Q00688	Q00688	FKBP3_HUMAN	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3
18.538	18.7663	18.0252	Q00796	Q00796;A0A6I8PIS1	DHSO_HUMAN	SORD	Sorbitol dehydrogenase
17.528	18.1821	14.9478	Q00839	Q00839;Q5RI18;A0A1W2PQ74;A0A1W2PP34;A0A1W2PQL0;A0A1W2PPH7;A0A1W2PQD4;A0A1W2PPL4;A0A1W2PP35;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PRZ7	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U
19.0135	19.9948	19.1793	Q01082	Q01082;A0A087WUZ3	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1
14.4368	15.7882	NaN	Q01085	P31483;Q01085;E5RGV5;H7BY49;E5RG67;E7ETJ9;A6NKZ9;C9JTN7;F8W8I6;E7ETC0	TIAR_HUMAN	TIAL1	Nucleolysin TIAR
18.4169	18.6689	16.4777	Q01130;Q9BRL6	Q9BRL6;Q01130;J3QL05;J3KP15	SRSF2_HUMAN;SRSF8_HUMAN	SRSF2;SRSF8	Serine/arginine-rich splicing factor 2
NaN	15.6046	NaN	Q01415	Q01415;H0YK10;B7ZAX5	GALK2_HUMAN	GALK2	N-acetylgalactosamine kinase
15.7542	17.9423	16.4035	Q01433	Q01433;A0A590UJX5;H0Y360;A0A590UK85;A0A590UJY6;A0A5F9UK94	AMPD2_HUMAN	AMPD2	AMP deaminase 2
19.6072	20.8342	15.8624	Q01518	Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1
17.546	17.4515	17.3547	Q01581	Q01581;D6RIW1	HMCS1_HUMAN	HMGCS1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic
15.4293	15.4001	14.7586	Q01813	Q01813;V9GY25;B1APP6	PFKAP_HUMAN	PFKP	ATP-dependent 6-phosphofructokinase, platelet type
NaN	18.3771	NaN	Q01844	Q01844;B0QYK0;C9JGE3;H7BY36;A0A0D9SFL3	EWS_HUMAN	EWSR1	RNA-binding protein EWS
13.063	14.5084	NaN	Q01995	Q01995;H0YCU9	TAGL_HUMAN	TAGLN	Transgelin
NaN	16.4348	NaN	Q02218	Q02218;E9PFG7;E9PCR7;E9PDF2;A0A0D9SFS3	ODO1_HUMAN	OGDH	2-oxoglutarate dehydrogenase, mitochondrial
16.5583	15.618	16.411	Q02388	Q02388	CO7A1_HUMAN	COL7A1	Collagen alpha-1(VII) chain
21.4379	21.7311	21.0801	Q02539	P16403;P10412;Q02539;P16402;P22492	H11_HUMAN	H1-1	Histone H1.1
17.1819	16.9638	NaN	Q02543	Q02543;M0R0P7;M0R117;M0R1A7;M0R3D6	RL18A_HUMAN	RPL18A	60S ribosomal protein L18a
16.2195	17.0327	NaN	Q02750	Q02750	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1
14.885	16.7783	NaN	Q02790	Q02790;H0YFG2	FKBP4_HUMAN	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4
21.832	21.4374	17.7446	Q02809	Q02809;Q5JXB7;Q5JXB8	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
16.5822	17.1233	18.9303	Q02818	Q02818;H7BZI1;C9JKZ2	NUCB1_HUMAN	NUCB1	Nucleobindin-1
16.2093	16.4553	NaN	Q02878	Q02878;F8VZ45;U3KQR5;F8VR69	RL6_HUMAN	RPL6	60S ribosomal protein L6
15.8316	NaN	17.54	Q03181	Q03181	PPARD_HUMAN	PPARD	Peroxisome proliferator-activated receptor delta
16.1753	18.4884	16.7389	Q03252	Q03252	LMNB2_HUMAN	LMNB2	Lamin-B2
20.3845	18.9962	20.3767	Q03403	Q03403	TFF2_HUMAN	TFF2	Trefoil factor 2
19.6901	18.7956	20.5979	Q04756	Q04756;D6RAR4	HGFA_HUMAN	HGFAC	Hepatocyte growth factor activator
16.9348	17.7269	NaN	Q04760	Q04760	LGUL_HUMAN	GLO1	Lactoylglutathione lyase
18.0384	18.1832	NaN	Q04837	Q04837;E7EUY5;A0A0G2JLD8;C9K0U8	SSBP_HUMAN	SSBP1	Single-stranded DNA-binding protein, mitochondrial
15.6086	17.7991	NaN	Q04917	Q04917;A2IDB2	1433F_HUMAN	YWHAH	14-3-3 protein eta
13.7981	14.7024	18.3344	Q05707	Q05707;J3QT83	COEA1_HUMAN	COL14A1	Collagen alpha-1(XIV) chain
22.8286	22.4793	22.237	Q06033	Q06033;A0A087WW43;E7ET33	ITIH3_HUMAN	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3
15.8075	16.8908	NaN	Q06124	Q06124;A0A1W2PPU4	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11
15.161	18.9481	NaN	Q06141	Q06141;A0A669KAZ1	REG3A_HUMAN	REG3A	Regenerating islet-derived protein 3-alpha
16.2907	16.9916	14.8177	Q06203	Q06203	PUR1_HUMAN	PPAT	Amidophosphoribosyltransferase
17.8114	18.5346	18.3789	Q06210	Q06210;A0A6I8PRN4;A0A6I8PTT9	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1
16.9574	17.0356	NaN	Q06323	Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1
20.4544	20.5601	16.387	Q06481	Q06481;E9PQS3;E9PSC7;E9PK76	APLP2_HUMAN	APLP2	Amyloid-like protein 2
13.8189	17.1505	NaN	Q06520	Q06520	ST2A1_HUMAN	SULT2A1	Sulfotransferase 2A1
21.1886	20.9498	20.6361	Q06828	Q06828;A0A3B3IRN5	FMOD_HUMAN	FMOD	Fibromodulin
18.967	19.6709	17.6124	Q06830	Q06830;A0A0A0MSI0	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1
19.1839	19.9939	16.4835	Q06830;Q13162	Q13162;Q06830;A0A0A0MRQ5;H7C3T4;A0A0A0MSI0	PRDX1_HUMAN;PRDX4_HUMAN	PRDX1;PRDX4	Peroxiredoxin-1
18.4121	18.6493	16.7314	Q07020	Q07020;F8VYV2;J3QQ67;A0A075B7A0;G3V203;H0YHA7	RL18_HUMAN	RPL18	60S ribosomal protein L18
17.9384	19.1405	NaN	Q07021	Q07021;I3L3B0;I3L3Q7	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial
16.3976	15.8576	17.0671	Q07507	Q07507	DERM_HUMAN	DPT	Dermatopontin
17.4004	18.6549	16.7288	Q07666	Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1
15.5502	16.1576	13.9502	Q07866	Q07866;G5E9S8;G3V2E7;E7EVH7;G3V3H3;F8W6L3;G3V2P7;G3V5R9	KLC1_HUMAN	KLC1	Kinesin light chain 1
16.58	17.5381	15.2219	Q07866;Q9NSK0	Q9NSK0;Q07866;Q9H0B6;G5E9S8;G3V2E7;E7EVH7;G3V3H3;C9J8T5;E9PQ02;F8W6L3;A8MX29;C9JZE5;A8MZ87;G3V5R9	KLC1_HUMAN;KLC4_HUMAN	KLC1;KLC4	Kinesin light chain 1
19.3016	19.3829	19.1941	Q07954	Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1
18.7939	20.2502	15.4314	Q07955	Q07955;J3KTL2;J3KSR8	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1
14.1754	15.9196	NaN	Q07960	Q07960;H0YE29	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1
17.9271	18.2803	17.2606	Q08170;Q13243;Q13247	Q13243;Q13247;Q08170;A0A590UK01;A0A0D9SEM4;A0A590UJK4;A0A590UJP7;A0A590UK80;B4DUA4;B4DJK0	SRSF4_HUMAN;SRSF5_HUMAN;SRSF6_HUMAN	SRSF4;SRSF5;SRSF6	Serine/arginine-rich splicing factor 4
19.2009	19.9912	17.2412	Q08211	Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A
17.8652	18.5428	13.425	Q08257	Q08257;A6NP24;C9JH92	QOR_HUMAN	CRYZ	Quinone oxidoreductase
25.1974	25.8808	19.8242	Q08380	Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein
17.9784	18.1696	17.3304	Q08431	Q08431	MFGM_HUMAN	MFGE8	Lactadherin
17.1601	17.1144	17.9268	Q08752	Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D
18.577	20.8802	19.7288	Q08830	Q08830	FGL1_HUMAN	FGL1	Fibrinogen-like protein 1
18.2699	19.0318	16.9458	Q08945	Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1
17.5047	19.3019	15.8764	Q09028	Q09028;Q16576;H0YEU5;H0YF10;Q5JP02;E9PC52;H0YDK2;H0YCT5	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4
NaN	15.9234	NaN	Q09161	Q09161;X6R941	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1
15.0328	17.2637	17.4778	Q09666	Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK
16.4738	18.1803	14.9598	Q10469	Q10469	MGAT2_HUMAN	MGAT2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
15.833	16.3748	13.5109	Q10471	Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2
16.863	19.0831	15.5831	Q10567	Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1
NaN	15.0709	NaN	Q10570	Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1
17.6012	18.4226	NaN	Q10713	Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha
13.3717	13.7763	NaN	Q11201;Q16842	Q16842;Q11201;E5RGL4;E5RHV6	SIA4A_HUMAN;SIA4B_HUMAN	ST3GAL1;ST3GAL2	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1
17.07	18.0402	NaN	Q12794	Q12794;C9JRK1;C9JB49	HYAL1_HUMAN	HYAL1	Hyaluronidase-1
16.2132	16.4972	NaN	Q12797	Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase
21.0442	21.2233	21.0412	Q12805	Q12805;A0A0U1RQV3	FBLN3_HUMAN	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1
20.7698	20.7646	19.5909	Q12860	Q12860	CNTN1_HUMAN	CNTN1	Contactin-1
14.7665	16.6208	NaN	Q12874	Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3
17.1225	17.641	16.0722	Q12882	Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]
16.5414	15.7794	15.0715	Q12884	Q12884;A0A0D9SEN1;B4DLR2	SEPR_HUMAN	FAP	Prolyl endopeptidase FAP
16.9096	16.9958	NaN	Q12904	Q12904;A0A5F9ZHC5	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1
17.364	18.3637	13.7474	Q12905	Q12905;B4DY09	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2
16.9603	16.4059	13.6499	Q12906	Q12906;K7EKJ9;K7EQR9	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3
18.8082	19.2167	18.4391	Q12907	Q12907;D6RBH1;D6RBV2;D6RIU4	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36
15.3511	17.6226	NaN	Q12996	Q12996;E9PLP8	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3
14.6648	16.3124	NaN	Q13011	Q13011;M0R248;M0QZW4	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial
14.445	15.5049	NaN	Q13033	Q13033;G3V3G7;G3V340	STRN3_HUMAN	STRN3	Striatin-3
18.6122	18.5339	20.4759	Q13093	Q13093	PAFA_HUMAN	PLA2G7	Platelet-activating factor acetylhydrolase
15.8192	18.0988	NaN	Q13098	Q13098;A0A096LP07;A0A096LPJ3;C9JFE4;A8K070	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1
17.9455	18.0717	18.0862	Q13103	Q13103	SPP24_HUMAN	SPP2	Secreted phosphoprotein 24
14.2663	15.6289	NaN	Q13131	Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1
14.0663	16.8822	NaN	Q13151	Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0
NaN	15.3905	NaN	Q13155	Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2
17.144	18.0754	17.7946	Q13162	Q13162;H7C3T4	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4
17.0511	18.1278	16.4148	Q13200	Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2
18.997	19.5407	15.42	Q13214	Q13214;A0A0C4DGV8	SEM3B_HUMAN	SEMA3B	Semaphorin-3B
15.3889	17.4374	NaN	Q13217	Q13217;X6R9L0	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3
NaN	17.1515	NaN	Q13263	Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta
19.683	21.0109	NaN	Q13268	Q13268;H0YJG9;C9JZP6	DHRS2_HUMAN	DHRS2	Dehydrogenase/reductase SDR family member 2, mitochondrial
15.0266	16.3073	NaN	Q13275	Q13275;C9JPG5	SEM3F_HUMAN	SEMA3F	Semaphorin-3F
NaN	15.7229	NaN	Q13283	Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1
18.1164	18.6995	16.9437	Q13308	Q13308;Q86X91	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7
14.7315	15.5124	NaN	Q13310	Q13310;B1ANR0;B1ANR1	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4
17.8963	18.5106	17.3806	Q13332	Q13332;G8JL96	PTPRS_HUMAN	PTPRS	Receptor-type tyrosine-protein phosphatase S
16.1967	17.221	15.9525	Q13347	Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I
15.169	14.0679	NaN	Q13363	Q13363;H0Y9M9;D6RAX2	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1
18.5288	18.5052	18.3337	Q13404	Q13404;A0A0A0MSL3;I3L0A0;G3V2F7	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1
15.7167	16.7802	NaN	Q13409	Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2
19.158	18.8207	16.6258	Q13418	Q13418;A0A0A0MTH3	ILK_HUMAN	ILK	Integrin-linked protein kinase
18.4133	17.642	NaN	Q13428	Q13428;A0A6I8PRA0;A0A3B3IS06;E7ETY2	TCOF_HUMAN	TCOF1	Treacle protein
15.1792	16.5642	NaN	Q13435	Q13435;E9PJ04;E9PJT3;E9PPJ0;H0YCG1;E9PIL8	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2
16.9809	17.3843	15.0858	Q13438	Q13438;B4E321	OS9_HUMAN	OS9	Protein OS-9
12.9824	16.0927	NaN	Q13451	Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5
17.7147	19.1298	16.4483	Q13509	Q13509;Q9BUF5;A0A0B4J269;K7ESM5	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain
20.0923	20.2249	NaN	Q13509;Q9H4B7	Q13509;Q9H4B7;Q9BUF5;A0A0B4J269;K7ESM5	TBB1_HUMAN;TBB3_HUMAN	TUBB1;TUBB3	Tubulin beta-3 chain
17.2642	18.2328	15.2234	Q13547	Q13547;Q5TEE2	HDAC1_HUMAN	HDAC1	Histone deacetylase 1
16.2407	16.6154	15.1402	Q13561	Q13561;F8W1I6;H0YHL1	DCTN2_HUMAN	DCTN2	Dynactin subunit 2
14.3102	16.1172	NaN	Q13564	Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit
13.3039	14.9544	NaN	Q13576	Q13576;D6R939;F5H7S7;E7EWC2	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2
13.3731	14.9256	NaN	Q13596	Q13596;H0YK42	SNX1_HUMAN	SNX1	Sorting nexin-1
NaN	16.3426	NaN	Q13616	Q13616;A0A590UK34;A0A590UJC4;A0A590UJ50;A0A590UJ21;A0A0C4DGX4;A0A590UJR3	CUL1_HUMAN	CUL1	Cullin-1
15.2417	16.5493	NaN	Q13617	Q13617;A0A0A0MTN0;Q5T2B5	CUL2_HUMAN	CUL2	Cullin-2
15.2259	16.1128	NaN	Q13618	Q13618;A0A087WTG3;H7C399	CUL3_HUMAN	CUL3	Cullin-3
14.3563	15.4804	NaN	Q13619	Q13619;A0A0A0MR50	CUL4A_HUMAN	CUL4A	Cullin-4A
13.8214	13.7564	NaN	Q13619;Q13620	Q13620;Q13619;A0A0A0MR50;A0A669KAX4;K4DI93	CUL4A_HUMAN;CUL4B_HUMAN	CUL4A;CUL4B	Cullin-4A
14.4296	16.3204	NaN	Q13620	Q13620;A0A669KAX4;K4DI93	CUL4B_HUMAN	CUL4B	Cullin-4B
13.9964	15.9675	14.1763	Q13630	Q13630;A0A0J9YX13;E9PP14;E9PKL9;E9PP60;E9PLH9	FCL_HUMAN	GFUS	GDP-L-fucose synthase
15.2049	16.2422	NaN	Q13642	Q13642;Q5JXH7;Q5JXI3;A0A0D9SFB0;Q5JXH8;Q5JXH9;A0A494C0D6;A0A0D9SFZ9;Q5JXI2;A0A0D9SFI6;Q5JXI8	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1
